,business_id,cool,date,funny,review_id,stars,text,type,useful,user_id
1637,0oQFFOdPZycIBmGkoBrlbg,0,2010-02-23,0,BYevdVo9lNBeqyO3TCyRUw,5,"I love Noodles & Company, and fact being this one is only a few miles away from my home when I drive back from work - I always call in for a pick up. My penna rosa is the best from here.",review,0,j9Qxg1YKx9uJXoSYTMgDAg
1639,0oQFFOdPZycIBmGkoBrlbg,0,2012-10-27,0,pmXg0oXrtHVcAd3BLR2G3g,5,"Always a family favorite!  Tastes great, cheap, and filling!",review,0,XE-EtNY1ogC6XdLYhYVVFQ
1642,0oQFFOdPZycIBmGkoBrlbg,1,2013-08-16,0,wz1m4LJwdv_TcbY3bR-6Cg,5,I go here all the time (about 4 times a month) and i have never had a bad meal or bad service.,review,0,CRyOc3Njbf0jtRptTs5s2w
1644,0oQFFOdPZycIBmGkoBrlbg,1,2013-09-08,0,bR_9sxGanpQ5i6f2XiHptQ,5,Food is always great tasting and ready in no time! Also they have a great variety of pastas and sandwiches.  Can't say enough about how awesome this place is!,review,0,HiR1jmB_mzXmSmHmBs8UzQ
1679,QdSGdvZATzejDkSs435Rdw,0,2013-02-20,0,3-C4TopTszJPwktyFsM1hA,5,"I try to not speak like a rapper, but ""haters gonna hate.""

Seriously, this place is a dive bar, not a high-end french restaurant.  The servers sometimes double as bartenders.  You do not go to this place for the fast service, that is what people made McDonald's for.  You go for the 1lb. burgers!  They range from $7-$8.  How do they make money?

Is it the best burger?  No.  Is it in the top 5 of burgers that I have eaten?  Yes.  Definitely.  Everything is well thought out right down the to the bun choice.  The burgers all come with kettle chips.  I hate kettle chips.  Hate them.  You know what?  I ate theirs.  So good.  

Yeah, the service took awhile, but you do not go to a dive bar to get out of there fast.  The server was friendly and precise (I did not want onions, I did not get onions).  That care barely be said about high end restaurants.  It was nice to sit back and relax and then the burger came.  They are huge.  I had a cheeseburger.  I barely made it through half.  They are cooked medium well, but they are still so juicy.  The vegetables are fresh and generous.  I had two pieces of tomato large enough that one covered the burger.  

My friend had the bacon cheeseburger.  I could barely see the burger under the bacon.  It was amazing.  I dared not try that on my first time out.  

I can not wait to try their hot ham and cheese.  It comes with two HUGE slices of ham.  They have brunch on Sundays.  I am talking myself down from finding any excuse to go there again.",review,2,RvweNJFVkR3ttkWsIBy7nQ
1680,QdSGdvZATzejDkSs435Rdw,2,2013-02-25,0,tT9MwwmAlOzQCUoKWtWsQg,5,"If you are craving a massive bar burger from a towny bar, this is the place to go. 
The burgers are so large that you should plan on cutting it in half and take the other half home. They are excellent!
If you order the bacon burger, you can expect at least 6 plus long stripes on bacon on it, I was completely amazed with the quantity and quality of the burger. Amazing. 

I have also been to the Eagle Crest on Taco Tuesday. Prepare yourself for the largest taco you will ever see. If you order the taco salad they give you a very large plate stacked high with chips and all the fixings. It's great. More than any one person can eat in one sitting. 

This is a bar people! Don't expect proper waitress service, the bar tenders are serving you most of the time. Just be happy that this particular bar has amazing food. 

Since this is a bar, maybe the best Bloody Mary in town. It comes in a large mug with 2 huge shrimp, a beef stick, pickle, and green olives. A meal in itself. 

If your hungry and don't want to spend a lot of money, this is the place I would suggest.
My new favorite bar.",review,3,omOnbJjKaJUkvYi3reIB9w
1682,QdSGdvZATzejDkSs435Rdw,0,2014-01-15,0,oTSeuwBY0GmftpRrGlkYyA,5,"Yum, yum, yum.  I felt the need to update the restaurant.  Nothing has changed and that is what I love!

Consistency is appreciate when the quality is so high.  I appreciate that their burgers are as special, juicy and flavorful as always.  They are not trying to dress up the place or make things so fancy.  The truth is, they stick to good, simply and quality food.  So thank you for staying the same and staying fabulous.",review,0,RvweNJFVkR3ttkWsIBy7nQ
1683,a933ecROIB44zhzos11YTg,0,2013-03-08,2,-VThjQ116DZ71fFnoKJ8_Q,5,This flower shop and garden supply center is just beautiful. Friendly staff that take a moment to answer your questions. The best selection of new indoor and outdoor plants in the mad city area.,review,0,sLC3IdsYUjcS-idx6aTE7A
1687,iGMkJINjPT0izqEZCFuC3A,0,2012-04-03,0,hlOfCNAaKUTi40lRJeAttg,5,"I first started going to Millenium because I had a coupon in the Entertainment book. Amy has been cutting my hair for a couple years now. I love her! She has great ideas when I don't know what I want, and when I do she listens to me and does a good job.

She's also excellent at shaping eyebrows. 

When you arrive at Millenium, ask for a cup of chai. It's delicious. :)

I think a cut/style is about $35 or $40 which is about average for a more experienced stylist.",review,0,dsINogPyNo4W3K-WC40pOA
1688,iGMkJINjPT0izqEZCFuC3A,0,2012-06-15,0,Xe_Ax0K6n2Brg_3_KPeESQ,5,I absolutely love this salon! I just moved to the area and my friend referred me here. I have very long hair and am super picky about my stylist and how my hair is cut. I made an appointment with Amy and from start to finish it was a wonderful experience. When I walked in the door I was greeted and asked if id like a beverage. I only had to wait a minute or two before being seen. I was given a great head massage while getting my shampoo and was asked again if id like something to drink while i waited under the dryer. Amy knew just how to cut my hair and even gave me some easy styling tips. I will definitely be referring this place and coming again!,review,0,vJEGCJa9Xid6WHOAR7_wYg
1689,iGMkJINjPT0izqEZCFuC3A,0,2012-07-31,0,DprEsxEZlnX7Dkk5KNUZ1Q,5,"I simply cannot say enough good things about Millennium.  I called last minute to see if they could get me in for a hair cut.  They were able to get me in that evening to see Jamie.  I have really long hair, so my experiences with hair cuts have been all over the board.  Jamie did such an amazing job!  She was friendly and did exactly what I wanted.  I also had her give me bangs (Reese Witherspoon type) which I haven't had since I was a kid...I have had nothing but compliments on my new look since!  Jamie suggested a product for my bangs but didn't push anything like a lot of spas/salons do.  Their atmosphere is very clean and hip...great music playing and a very welcoming vibe.  I will be visiting Millennium for hair cuts as well as facials, as they use my favorite line of Dermalogica products.  Check them out if you haven't yet-especially if you are considering a new look!",review,1,t7c_MdVjfjVcq9a8S7ot9A
1707,MLD-FXAHLbdiHOcyeoW-Fg,2,2007-10-12,0,MnENKSBiH9_ILkt2FxQouw,5,"i love grocery stores.  a decent place to shop for food is the mark of a town's liveability.  (believe me, i know--i lived in florida with nowhere to shop but publix.)  upon settling in the jenny spaight area, the search for groceries began.
 i have two rules:  i want to shop in my neighborhood--preferably locally owned, and i want to be able to do 90% of my food/beer buying in one place.  now certainly, being the good isthmus dweller that i am, i cherish the co-op.  problem is, i have a serious diet coke addiction, as well as a lust for some other salty, fat-laden goodies, which means that the co-op doesn't satisfy rule number 2.  
then, i discover jenny street market.  it is love at first sight.  a small, locally owned grocery store full of friendly faces and nifty food finds.  what more could i want?  decent array of produce? check. fine selection of cheeses?  it's wisconsin.  fage yogurts?  um-huh.  more ice cream than you can shake a stick at?  got it.  fancy crackers (i am a sucker)?  yep.  a walk-in beer cooler, complete with jackets for comfort? oh yeah.  nonni's biscotti?  yes ma'am.  and of course, diet cokes.
i love the neighborhood grocery.  makes me feel at home.  prices are a bit higher (so i hear) than woodmans (never been) or some of the other bigger stores, but i feel good supporting local markets.  selection may not be as vast as the biggies, but the bottom line is if i can't find it at jenny's, i don't need it.",review,2,oRi4cSfHDjrpdZdaYZ6nJg
1715,MLD-FXAHLbdiHOcyeoW-Fg,0,2011-01-26,0,9_4NAJXqbp3Kyw9uKzl-DA,5,"Best meat in Madison. How do I know this? Have you ever had a Bou burger? If yes, then you know. If no, then go to the Caribou on Johnson.",review,0,6SzVnxe4jK2V4pfrdpVNbQ
1718,MLD-FXAHLbdiHOcyeoW-Fg,0,2012-04-08,1,MDgbRck1oPkI2QUb6Nbj4Q,5,"4.5 stars.

This is my favorite place to shop in Madison, and I've tried them all, many times.

Fresh-squeezed orange juice? Check. Decently priced bread? Check. Good produce? Check. Knowledgeable butcher? Check. Great wine selection & prices? Check. Not the Co-op? Check.

The problem with Woodman's is it sucks the life force out of you and makes you want to stick your head in a toilet, though goods are so cheap that you return again and suffer again and so on. The problem with the Co-op is . . . well, it's The Co-Op. Good for some things, important for ethically raised, locally sourced meat, but but but but but. 

Jenifer St. Market is a great local joint that really is a midway type of place. It's easy to get around in, which is probably its greatest strength. You can't find everything here, but you can find most things. I often find too much candy, but that's my own idiosyncratic problem. The wine selection is pretty good and the prices are really reasonable! I got two bottles last night, one white and one red, and didn't pay more than $12 for either. The meat counter is superb, though the ethical meat selection isn't so hot (they do sell Bare rotisserie chickens and Bell and Evans whole and pieced chickens, same as the Co-Op). 

Some downsides:

-Extremely annoying cash-only policy. There's a free ATM out front (you get charged $1 and then the machine gives you a $1 coupon). 

 -The market seems to have a policy of only hiring 16-year-old girls who have never packed a grocery bag or even bought groceries before. One girl once literally threw a tomato into my bag while I looked on with horror.",review,1,v3dbIu8qB2FuOJHOv_ZJrA
